CLAIM NO,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,INDUSTRY,INDUSTRY (IF OTHER),SOURCE (URL),NOTES
LLVA59348,INTEGRATIVE CENTERS FOR SCIENCE AND MEDICINE/COLLEGE OF HENRICOPOLIS SCHOOL OF M,MARTINSVILLE,VA,24112,,,,
LLVA59349,1512 LTD,PETERSBURG,VA,23803,,,,
LLVA59350,HEART TO HEART CTC,WILLIAMSBURG,VA,23185,,,,
LLVA59351,LIMBACH INC MID ATLANTIC,PITTSBURGH,PA,15201,,,,
LLVA59352,INTENSIVE COMMUNITY OUTREACH SERVICES,POWHATAN,VA,23139,,,,
LLVA59353,VAHSEER MEADWORKS,ALTAVISTA,VA,24517,,,,
LLVA59354,CASA GRANDE MEXICAN RESTAURANT,RICHMOND,VA,23235,Restaurant,,,
LLVA59355,"A & B CLEANING SERVICE, INC.",GREENVILLE,NV,27858,Cleaning services,,,
LLVA59356,M.V. TRANSPORTATION INC.,NORFOLK,VA,23502,Transportation,,,
LLVA59357,MAX 1-PRICE CLEANERS,FALLS CHURCH,VA,22041,,,,
LLVA59358,FIRST TRANSIT,WOODBRIDGE,VA,22192,Transportation,,,
LLVA59359,FIRST TRANSIT,WOODBRIDGE,VA,22192,Transportation,,,
LLVA59361,FIRST TRANSIT,WOODBRIDGE,VA,22192,Transportation,,,
LLVA59362,FIRST TRANSIT,WOODBRIDGE,VA,22192,Transportation,,,
LLVA59363,FIRST TRANSIT,WOODBRIDGE,VA,22192,Transportation,,,
LLVA59364,FIRST TRANSIT,WOODBRIDGE,VA,22192,Transportation,,,
LLVA59365,INTEGRATIVE CENTERS FOR SCIENCE AND MEDICINE,MARTINSVILLE,VA,24112,,,,
LLVA59366,INTEGRATIVE CENTERS FOR SCIENCE AND MEDICINE,MARTINSVILLE,VA,24112,,,,
LLVA59367,SNACKS UNLIMITED DISTRIBUTION CORP.,SPRINGFIELD,VA,22303,,,,
LLVA59368,"MORGANFRANKLIN CONSULTING, LLC",MCLEAN,VA,22102,,,,
LLVA59369,PRECIOUS CARE NURSING,MONTROSS,VA,22520,Healthcare/Medicine,,,
LLVA59370,ZEROREZ DC METRO,STERLING,VA,20166,,,,
LLVA59371,FM FUTNITURE,WOODBRIDGE,VA,22193,,,,
LLVA59372,BAIER INVESTIGATION AND SURVEILLANCE,FUQAY VARINA,NC,27526,,,,
LLVA59373,FIRST BAPTIST CHURCH OF ROANOKE,ROANOKE,VA,24016,,,,
LLVA59377,"LANGE-FISCHER HEALTH & FITNESS, LLC DBA CURVES",OILVILLE,VA,23129,,,,
LLVA59378,SELECT GRANITE AND MARBLE,RICHMOND,VA,NA,,,,
LLVA59379,RTC ELECTRICAL SERVICES,WINCHESTER,VA,22602,,,,
LLVA59380,WILLIS BROADCASTING CORPORATION,NORFOLK,VA,23510,,,,
LLVA59381,MOSQUITO JOE OF VIRGINIA BEACH,VIRGINIA BEACH,VA,23452,,,,
LLVA59382,EVER-GREEN LANDSCAPING AND LAWN CARE,CHESAPEAKE,VA,23322,Other (provide detail in column to the right),Landscaping,,
LLVA59383,QUALITY INN,HILLSVILLE,VA,24343,Hospitality,,,
LLVA59384,"WORLD WIRELESS, LLC",GREENVILLE,SC,29607,,,,
LLVA59385,AMERICAN CARE PARTNERS HOME HEALTH CARE & STAFFING,FALLS CHURCH,VA,22042,Healthcare/Medicine,,,
LLVA59386,DASHS OF OLDTOWN,ALEXANDRIA,VA,22314,Retail,,,
LLVA59387,ZAP A TAT,ARLINGTON,VA,22203,,,,
LLVA59388,FC AUTO,FALLS CHURCH,VA,22046,,,,
LLVA59390,GREATER UNIVERSAL TRANSITIONAL SERVICES,PORTSMOUTH,VA,23702,,,,
LLVA59391,THE CLEANING AUTHORITY (CAPE CLEANING INC),NEWPORT NEWS,VA,23606,,,,
LLVA59392,INTEGRATIVE CENTERS FOR SCIENCE AND MEDICINE,MARTINSVILLE,VA,24112,,,,
LLVA59393,MAC TRADE LLC,STERLING,VA,20166,,,,
LLVA59394,INTEGRATIVE CENTERS FOR SCIENCE AND MEDICINE,MARTINSVILLE,VA,24112,,,,
LLVA59395,PETERSBURG PERIODICALS FICTITIOUS NAME THRILLER BOOKS,PETERSBURG,VA,23803,Retail,,,
LLVA59396,THOMPSON HOSPITALITY,RESTON,VA,20190,,,,
LLVA59397,RIVERBEND RANCH/ELAINE N. MCCONNELL,SPRINGFIELD,VA,22152,,,,
LLVA59398,GPM INVESTMENTS,RICHMOND,VA,23227,,,,
LLVA59399,SWEET HEAT,RESTON,VA,20190,,,,
LLVA59400,LITTLE CAESAR'S PIZZA,ARLINGTON,VA,22204,Restaurant,,,
LLVA59401,ASTRONOMICAL PANCAKE HOUSE,WILLIAMSBURG,VA,23188,Restaurant,,,
LLVA59402,DUNRITE INC.,CHESAPEAKE,VA,23323,,,,
LLVA59403,PUBLIC PARTNERSHIP,NA,NA,NA,,,,
LLVA59404,SENIOR HEALTHCARE,RICHMOND,VA,23236,Healthcare/Medicine,,,
LLVA59405,CAS CARGO AIRPORT SERVICES,STERLING,VA,20166,,,,
LLVA59406,ALL ABOUT YOU HOME CARE SERVICES,PORTSMOUTH,VA,23701,Healthcare/Medicine,,,
LLVA59408,RIVER BEND PROPERTY SERVICES,CHESTERFIELD,VA,23112,,,,
LLVA59409,"UNIVERSITY AMOCO, INC. DBA UNIVERSITY BP",RADFORD,VA,24141,,,,
LLVA59410,OSOOL HOLDING,ALEXANDRIA,VA,22309,,,,
LLVA59411,MILLER'S MARKET,MINERAL,VA,23117,Retail,,,
LLVA59412,FIRST TRANSIT,WOODBRIDGE,VA,22192,Transportation,,,
LLVA59413,CITY OF RICHMOND,RICHMOND,VA,23219,,,,
LLVA59414,"ADVANCED ELECTRIC SERVICE, INC.",NEWPORT NEWS,VA,23603,,,,
LLVA59415,THE INDEPENDENT CAPACITY SYSTEM,COLONIAL HEIGHTS,VA,23834,,,,
LLVA59416,THE QUAN LLC,RICHMOND,VA,23222,,,,
LLVA59417,OLD DOMINION EYE FOUNDATION,ROANOKE,VA,24019,Healthcare/Medicine,,,
LLVA59418,WORLD WIRELESS LLC,GREENVILLE,SC,29607,,,,
LLVA59419,FAIR OAKS MOTORS,CHANTILLY,VA,20151,,,,
LLVA59420,TAYLOR CONSTRUCTION,RICHMOND,VA,23237,Contracting/Construction,,,
LLVA59421,THE GRILLE AT LEELAND JUNCTION,FREDERICKSBURG,VA,22405,Restaurant,,,
LLVA59422,SUNSET XPRESS LLC,BROADWAY,VA,22815,,,,
LLVA59423,FIRST RUN CATERING,CHARLOTTESVILLE,VA,22901,,,,
LLVA59424,GENCO,COLONIAL HEIGHTS,VA,23834,,,,
LLVA59425,"JORDAN BROTHERS, INC DBA DAVIS MARKET",RICHMOND,VA,23220,,,,
LLVA59426,DOYLE DICERSON TERRAZZO,CHARLOTTE,NC,28213,,,,
LLVA59427,BOUCHER TAX & ACCOUNT SERVICES,VIRGINIA BEACH,VA,23451,,,,
LLVA59428,CRAFT KITCHEN AND BATH,CHANTILLY,VA,20151,,,,
LLVA59429,A & R CONCRETE SOLUTIONS LLC,APPOMATTOX,VA,24522,,,,
LLVA59430,A ROYAL TOUCH HOSPITALITY,MORRISVILLE,NC,27560,Hospitality,,,
LLVA59431,THE WELLNESS GROUP,RICHMOND,VA,23230,,,,
LLVA59432,SAWYER BUSINESS GROUP INC.,SPRINGFIELD,VA,22150,,,,
LLVA59433,NATIONAL CAPITOL REGION ENFORCEMENT,WALDORF,MD,20603,,,,
LLVA59434,SWEET HEAT BBQ,STERLING,VA,20166,Restaurant,,,
LLVA59435,KRISTEL LAUREL PHILLIPS,NORFOLK,VA,23504,,,,
LLVA59436,MILLENIUM HOME HEALTH CARE,ALEXANDRIA,VA,22312,Healthcare/Medicine,,,
LLVA59437,ANIMATED CHILD,MONTCLAIR,VA,22025,,,,
LLVA59438,COUVRETTE BUILDING SYSTEMS INC.,SALEM,VA,24153,,,,
LLVA59439,GREENVALLEY MEAT PROCESSORS INC.,MONROE,VA,24574,,,,
LLVA59440,WALTER ELECTRIC,GLEN BURNIE,MD,21061,,,,
LLVA59441,"INTUITIVE JOURNEYS, LLC",FREDERICKSBURG,VA,22401,,,,
LLVA59442,UFC GYM,WOODBRIDGE,VA,22192,,,,
LLVA59443,ALLAM GAS,RICHMOND,VA,23229,,,,
LLVA59444,HILTON GARDEN INN,HAMPTON,VA,23663,Hospitality,,,
LLVA59445,BANK OF AMERICA,RICHMOND,VA,23233,,,,
LLVA59446,AALIA HOSPITALITY CORPORATION (MOTEL 6),SUFFOLK,VA,23434,Hospitality,,,
LLVA59447,APX INDUSTRIAL SERVICE LLC,DALEVILLE,VA,20483,,,,
LLVA59448,HOME INSTEAD SENIOR CARE,RICHMOND,VA,23294,Healthcare/Medicine,,,
LLVA59449,HEALTH FIRST CHIROPRACTIC,GLEN ALLEN,VA,23059,Healthcare/Medicine,,,
LLVA59450,WELLNESS GROUP YOUTH AND FAMILY SERVICES,RICHMOND,VA,23230,,,,
LLVA59451,ALL/PROS REAL ESTATE,VIRGINIA,VA,23452,,,,
LLVA59452,TROPICAL SMOOTHIE CAFE,NORFOLK,VA,23518,Restaurant,,,
LLVA59453,SECURITY ASSOCIATES INTERNATIONAL,MANASSAS,VA,20110,,,,
LLVA59454,OUTREACH INVOLVEMENT CENTER,RICHMOND,VA,23224,,,,
LLVA59455,MCKINNY LANDSCAPING,BOONES MILL,VA,24065,Other (provide detail in column to the right),Landscaping,,
LLVA59457,WILLIS/CHRISTIAN BROADCASTING,NORFOLK,VA,23510,,,,
LLVA59458,BEST VAPES VALLEY VIEW MALL,ROANOKE,VA,24017,Retail,,,
LLVA59459,DANIEL O'CONNELLS,ALEXANDRIA,VA,22314,,,,
LLVA59460,"EMELITA SALONGA DBA NIGHTINGALE HOME HEALTH SERVICES, LLC",CHESAPEAKE,VA,23320,Healthcare/Medicine,,,
LLVA59462,TWPD INVESTMENT,LORTON,VA,22191,,,,
LLVA59463,AMPHORA BAKERY,HERNDON,VA,20170,Restaurant,,,
LLVA59464,RTC ELECTRIC,WINCHESTER,VA,22603,,,,
LLVA59465,RTC ELECTRIC,WINCHESTER,VA,22603,,,,
LLVA59466,"TLT, TRANS LOGISTIC TRANS.",SAVAGE,MD,20763,Transportation,,,
LLVA59467,NATIONAL CAPITOL REGION INC.,WOODBRIDGE,VA,22191,,,,
LLVA59468,COOK OUT RESTAURANT,FREDERICKSBURG,VA,22401,Restaurant,,,
LLVA59469,TECHPEOPLE SOLUTIONS INC.,DARDENNE PRAIRIE,MO,63368,,,,
LLVA59470,"CUR MEDIA, INC.",SOUTH GLASTONBURY,CT,6073,,,,
LLVA59471,TIMP HOSPITALITY,OREM,UT,84057,Hospitality,,,
LLVA59472,MTS SYSTEMS CORPORATION,EDEN PRAIRIE,MN,55344,,,,
LLVA59473,APOLLO PRESS INC.,NEWPORT NEWS,VA,23603,,,,
LLVA59474,QUEENS WAY SOUL CAFE,HAMPTON,VA,23666,Restaurant,,,
LLVA59475,"COMMUNITY COUNSELING RESOURCES, LLC",PORTSMOUTH,VA,23701,Healthcare/Medicine,,,
LLVA59476,FRANKLIN STREET MARKET,RICHMOND,VA,23220,Restaurant,,,
LLVA59478,OUTREACH INVOLVEMENT CENTER,RICHMOND,VA,23224,,,,
LLVA59479,KFC,ROANOKE,VA,24018,Restaurant,,,
LLVA59480,COUVRETTE BUILDING SYSTEMS,SALEM,VA,24153,,,,
LLVA59481,NEXUS LIBRE INC.,VERONA,VA,22202,,,,
LLVA59482,TANDEM MENTAL HEATLH ASSOCIATES,GLEN ALLEN,VA,23060,Healthcare/Medicine,,,
LLVA59485,EXCLUSIVE STAFFING,RICHMOND,VA,23219,Other (provide detail in column to the right),Staffing,,
LLVA59486,PM. HOSPITALITY STRATEGIES INC.,"WASHINGTON, D.C.",DC,20003,,,,
LLVA59487,F.N.I. HEALTH CARE,VIRGINIA BEACH,VA,23462,Healthcare/Medicine,,,
LLVA59489,MANNING CONSTRUCTION,HIGHLAND SPRINGS,VA,23075,Contracting/Construction,,,
LLVA59490,CABOOSE BREWING CO.,VIENNA,VA,22180,Restaurant,,,
LLVA59491,RICHMOND MAGNUSON GRAND HOTEL,RICHMOND,VA,23223,Hospitality,,,
LLVA59492,XYLEM TREE EXPERTS INC.,NORFOLK,VA,23510,Other (provide detail in column to the right),Landscaping,,
LLVA59493,KIDZWORLD,VIRGINIA BEACH,VA,23464,,,,
LLVA59494,QUALITY INN,HILLSVILLE,VA,24333,Hospitality,,,
LLVA59495,"COMMUNITY POOL SERVICE, LLC",ROCKVILLE,MD,20855,,,,
LLVA59496,GILMON SERVICES,CHRISTIANSBURG,VA,24073,,,,
LLVA59497,LUCKY CONVENIENCE STORES,DILLWYN,VA,23936,Retail,,,
LLVA59498,DEFENSOR SECURITY,ALEXANDRIA,VA,22306,,,,
LLVA59499,INDEPENDENT CAPACITY SYSTEM,COLONIAL HEIGHTS,VA,23834,,,,
LLVA59500,XSPORT FITNESS,ARLINGTON,VA,22204,,,,
LLVA59501,COMPASS GROUP,RICHMOND,VA,23226,,,,
LLVA59502,VOLT EMPLOYMENT SOLUTIONS,NEW YORK,NY,10017,Other (provide detail in column to the right),Staffing,,
LLVA59503,HIGHKICKS INC.,CHANTILLY,VA,20151,,,,
LLVA59504,MANASSAS IMPORTS LLC,MANASSAS,VA,20110,,,,
LLVA59505,ABS CONSTRUCTION,WOODBRIDGE,VA,22191,Contracting/Construction,,,
LLVA59506,PUT FAMILY FIRST LLC.,RICHMOND,VA,23230,,,,
LLVA59507,NORTHERN LIGHTS GLOBAL SERVICES INC.,MANASSAS,VA,20110,,,,
LLVA59508,CRESTLINE HOTELS & RESORTS,NEWPORT NEWS,VA,23606,Hospitality,,,
LLVA59509,SWEET HEAT,RESTON,VA,20190,Restaurant,,,
LLVA59510,MV TRANSPORTATION,LORTON,VA,22079,Transportation,,,
LLVA59511,MY NOODLE & BAR,RICHMOND,VA,23220,Restaurant,,,
LLVA59512,AUDIA ELECRIC,MAIDENS,VA,23102,,,,
LLVA59516,YAANG LLC,HAMPTON,VA,23661,,,,
LLVA59517,PERSONAL TOUCH HOME HEALTH,NORFOLK,VA,23503,Healthcare/Medicine,,,
LLVA59518,ALARM TECH SOLUTIONS,SEVERN,MD,21144,,,,
LLVA59519,ROADRUNNER TOWING,NORFOLK,VA,23508,,,,
LLVA59520,DON'S JOHNS INC.,GAINESVILLE,VA,20155,,,,
LLVA59521,AMPHORA RESTAURANT,VIENNA,VA,22180,Restaurant,,,
LLVA59522,EMERGENCY MEDICAL RESPONSE,POSTSMOUTH,VA,23707,,,,
LLVA59523,CURTIS W KEY PLUMBING CONTRACTORS INC,CHESAPEAKE,VA,23320,,,,
LLVA59524,UNITED PARCEL SERVICES,DUBLIN,VA,24084,,,,
LLVA59525,SITEWORKS EXCAVATING AND UTILITIES,CHRISTIANSBURG,VA,24068,,,,
LLVA59526,TNT TRANSPORTATION,FRONT ROYAL,VA,22630,Transportation,,,
LLVA59527,ENVIRONMENTAL TRUST SOLUTIONS INC,SANDY SPRING,MD,20860,,,,
LLVA59528,AE MORRIS HAULING INC,MECHANIC,VA,24598,Transportation,,,
LLVA59529,"HICKORY CUSTOM WOODCRAFT, LLC",CHESAPEAKE,VA,23322,,,,
LLVA59530,CRICKET WIRELESS,NORFOLK,VA,23505,,,,
LLVA59531,"ALL IN ONE, INC",GRAY,TN,37615,,,,
LLVA59532,AERO COLOURS,YORKTOWN,VA,23692,,,,
LLVA59533,"LEIGHTON TRUCKING, LLC",VIRGINIA BEACH,VA,23452,,,,
LLVA59534,APOLLO PRESS,NEWPORT NEWS,VA,23603,,,,
LLVA59535,"CHARGER LUMBER COMPANY, LLC",WAYNESBORO,VA,22980,,,,
LLVA59536,RESTON LIMOUSINE,STERLING,VA,20166,Transportation,,,
LLVA59537,SEMI US,MARION,VA,NA,,,,
LLVA59538,ENVIRONMENTAL TRUST SOLUTIONS INC,SANDY SPRING,MD,20860,,,,
LLVA59539,XANITOS,HOPEWELL,VA,23860,,,,
LLVA59540,TOMBSTONE SECURITY INC,NORTH CHESTERFIELD,VA,23225,,,,
LLVA59541,MID SOUTH MARKETING,RICHMOND,VA,23230,Other (provide detail in column to the right),Marketing,,
LLVA59543,MS. JONI'S SHINING STARS DAYCARE,BOWLING GREEN,VA,22427,Other (provide detail in column to the right),Child Care,,
LLVA59544,SNEAKER'S EDUCATIONAL CHILDCARE,WINCHESTER,VA,22601,Other (provide detail in column to the right),Child Care,,
LLVA59545,"GLOBAL INTERVENTIONS, LLC",ALEXANDRIA,VA,22314,,,,
LLVA59546,CITY OF PETERSBURG DEPARTMENT OF SOCIAL SERVICES,PETERSBURG,VA,23803,,,,
LLVA59547,RAZORS OF RICHMOND,RICHMOND,VA,23223,,,,
LLVA59548,RAZORS OF RICHMOND,RICHMOND,VA,23223,,,,
LLVA59549,"MANNING CONSTRUCTION, INC.",HIGHLAND SPRINGS,VA,23075,,,,
LLVA59550,"DR. RICHARD & DR. BRIAN PEYSER, DDS.PC",FALLS CHURCH,VA,22043,Healthcare/Medicine,,,
LLVA59551,THE DAIRY GODMOTHER,ALEXANDRIA,VA,22301,,,,
LLVA59552,BRITTS 3 NIECES GARDEN CENTER,WAKEFIELD,VA,23888,,,,
LLVA59553,OLD OAKS HARDWOODS,DANVILLE,VA,24540,,,,
LLVA59554,SHAWN'S SMOKEHOUSE BBQ,WARRENTON,VA,20186,Restaurant,,,
LLVA59555,A HEAVENLY HAVEN INC.,NEWPORT NEWS,VA,23602,,,,
LLVA59556,GEORGETOWN TROLLEY,ALEXANDRIA,VA,22302,,,,
LLVA59557,"ALPHA COUNSELORS SERVICES, INC",HAMPTON,VA,23666,,,,
LLVA59558,"OLD WORLD LABS, LLC",VIRGINIA BEACH,VA,23455,,,,
LLVA59561,SHEEHY INFINITI OF CHANTILLY,CHANTILLY,VA,20151,,,,
LLVA59565,BOWDITCH FORD,NEWPORT NEWS,VA,23601,,,,
LLVA59566,DOLPHINS INN,VIRGINIA BEACH,VA,23451,Hospitality,,,
LLVA59568,THE GREENE TURTLE,ALEXANDRIA,VA,22315,Restaurant,,,
LLVA59570,H&S BAKERY,BALTIMORE,MD,21231,Restaurant,,,
LLVA59571,BASIC AUTO SALES,ASHLAND,VA,23005,,,,
LLVA59572,MCKINNY LANDSCAPING,BOONES MILL,VA,24065,Other (provide detail in column to the right),Landscaping,,
LLVA59573,VA HOME BASED COUNSELING SERVICES,MANASSAS,VA,20109,Healthcare/Medicine,,,
LLVA59574,CHRISTIAN BROADCAST CO.,NORFOLK,VA,23464,,,,
LLVA59575,CAS CARGO AIRPORT SERVICES,STERLING,VA,20166,,,,
LLVA59576,7-ELEVEN,HAMPTON,VA,23605,Retail,,,
LLVA59577,SERVPRO OF CHARLES CITY,CHARLES CITY,VA,23030,,,,
LLVA59578,ARISE VIRTUAL SOLUTIONS,MIRAMAR,FL,33027,,,,
LLVA59579,UNIFIED SYSTEMS,STERLING,VA,20164,,,,
LLVA59580,METRO AREA MAINTENANCE,LOCUST GROVE,GA,30248,,,,
LLVA59581,THE WES STEWART CORPORATION,MIDLOTHIAN,VA,23113,,,,
LLVA59582,GREAT BRIDGE PRESBYTERIAN CHURCH,CHESAPEAKE,VA,23322,,,,
LLVA59583,SUBWAY,NORFOLK,VA,23517,Restaurant,,,
LLVA59584,BEAVERS EXCAVATING INC.,MECHANICSVILLE,VA,23111,,,,
LLVA59585,"IMAGINARY IMAGES, INC/PAPERMOON SOUTHSIDE",RICHMOND,VA,23225,,,,
LLVA59586,HTCA EDUCATION CORPORATION,CHANTILLY,VA,20151,,,,
LLVA59587,URIEL TRUCKING,RICHMOND,VA,23234,,,,
LLVA59588,JAVIER CHAVEZ,ALEXANDRIA,VA,22312,,,,
LLVA59589,MARATHON RESOURCE MANAGEMENT GROUP,ASHLAND,VA,23005,,,,
LLVA59590,HELPING OTHER PEOPLE'S ENRICHMENT,NEWPORT NEWS,VA,25601,,,,
LLVA59591,ALLURE NAILS & SPA,LEESBURG,VA,20176,,,,
LLVA59592,BIG ALS INC,BLACKSBURG,VA,24060,,,,
LLVA59593,VA HOBBIES ETC,WARRENTON,VA,20186,,,,
LLVA59594,EAR NOSE AND THROAT SPECIALISTS OF NORTHERN VIRGINIA,SPRINGFIELD,VA,22152,Healthcare/Medicine,,,
LLVA59595,WILDFLOUR BAKERY AND RESTAURANT,ROANOKE,VA,24016,Restaurant,,,
LLVA59596,HOME DEPOT,HAMPTON,VA,23666,Retail,,,
LLVA59597,PSA HEALTH CARE,BURKE,VA,22015,Healthcare/Medicine,,,
LLVA59598,DEXTER SYSTEMS INC,HERNDON,VA,20171,,,,
LLVA59599,METRO AREA MAINTENANCE,MCDONOUGH,GA,30252,,,,
LLVA59600,"AVENIR TECHNOLOGIES, INC. DBA VISARA INTERNATIONAL",MORRISVILLE,NC,27560,,,,
LLVA59601,FRANCO'S BY THE BAY,NORFOLK,VA,23503,Restaurant,,,
LLVA59602,FIP,BRIGHTWOOD,VA,22715,,,,
LLVA59603,COUVRETTE BUILDING SYSTEMS,SALEM,VA,24153,,,,
LLVA59604,"OLD WORLD LABS, LLC",VIRGINIA BEACH,VA,23455,,,,
LLVA59605,METRO AREA MAINTENANCE,LOCUST GROVE,GA,30248,,,,
LLVA59609,RAGSDALE COMMERCIAL CLEANING,STANARDSVILLE,VA,22973,,,,
LLVA59610,CHRISTIAN BROADCASTING CORPORATION,NORFOLK,VA,23510,,,,
LLVA59611,PAMCO CARE LLC,GAINESVILLE,VA,20155,,,,
LLVA59613,"VENUE 112/HLF-ROCK, INC",VIRGINIA BEACH,VA,23454,,,,
LLVA59614,B & E GROUP HOME,HAMPTON,VA,NA,,,,
LLVA59615,MBO PARTNERS,HERNDON,VA,20171,,,,
LLVA59616,BAR LOUIE,MANASSAS,VA,20110,,,,
LLVA59617,THE ETHOS LEADERSHIP GROUP,HAMPTON,VA,23669,,,,
LLVA59618,"BINARY GROUP, INC.",ARLINGTON,VA,22209,,,,
LLVA59619,GNOSYS HEALTHCARE INC.,HENRICO,VA,23231,Healthcare/Medicine,,,
LLVA59620,"CXO RESOURCES, INC",RESTON,VA,20190,,,,
LLVA59621,PANERA BREAD,MIDLOTHIAN,VA,23112,Restaurant,,,
LLVA59622,"SINCLAIR SOLUTIONS, LLC",NA,NA,NA,,,,
LLVA59623,ALLURE NAILS & SPA,LEESBURG,VA,20176,,,,
LLVA59624,STV INCORPORATED,FAIRFAX,VA,22031,,,,
LLVA59625,AS WE GROW ACADEMY,RICHMOND,VA,23224,,,,
LLVA59626,DMAS,RICHMOND,VA,23219,,,,
LLVA59627,JERSEY MIKES SUBS (ATLANTIC FOOD GROUP),NORFOLK,VA,23502,Restaurant,,,
LLVA59628,METRO AREA MAINTENANCES,MCDONOUGH,GA,30252,,,,
LLVA59630,CID JANITORIAL,VIRGINIA BEACH,VA,23464,Cleaning services,,,
LLVA59631,RIVERSIDE PAPER SUPPLY CO.,NEWPORT NEWS,VA,23603,,,,
LLVA59632,"TNT TRANSPORTATION, LLC",FRONT ROYAL,VA,22630,Transportation,,,
LLVA59633,METRO AREA MAINTENANCES,MCDONOUGH,GA,30252,,,,
LLVA59634,DR.KING AND ASSOCIATES,CHESAPEAKE,VA,23320,,,,
LLVA59635,RAGSDALE COMMERCIAL CLEANING,STANARDSVILLE,VA,22973,Cleaning services,,,
LLVA59636,EADES LAWN CARE SERVICE,BRISTOL,VA,24202,Other (provide detail in column to the right),Landscaping,,
LLVA59637,SALON 10 HAMPTON,HAMPTON,VA,23666,,,,
LLVA59638,BUGBUSTERS PEST CONTROL,FARMVILLE,VA,23901,,,,
LLVA59639,CHRISTOS BUILDING SERVICES,STERLING,VA,20166,,,,
LLVA59640,FOX CLEANING SERVICE INC.,MIDLOTHIAN,VA,23114,Cleaning services,,,
LLVA59641,APOLLO PRESS,NEWPORT NEWS,VA,23603,,,,
LLVA59642,VIRTUALU,SAN FRANCISCO,CA,94103,,,,
LLVA59643,ICF INTERNATIONAL,MARTINSVILLE,VA,24112,,,,
LLVA59644,"LUSTINE CHRYSLER, DODGE JEEP, RAM",WOODBRIDGE,VA,22191,,,,
LLVA59645,SECURED NETWORK SOLUTIONS,CHESAPEAKE,VA,23320,,,,
LLVA59647,SILVER EAGLE GROUP,ASHBURN,VA,20147,,,,
LLVA59648,PERFECT PERFORMANCE,TYSON'S CORNER,VA,22182,,,,
LLVA59650,RISING SON TRANSPORT LLC,AXTON,VA,24054,Transportation,,,
LLVA59651,COTTON SOUTHERN BISTRO,VIRGINIA BEACH,VA,23454,Restaurant,,,
LLVA59652,"UNITED & EMPOWERED CARE, INC.",HAMPTON,VA,23666,,,,
LLVA59653,RAGSDALE COMMERCIAL CLEANING,STANARDSVILLE,VA,22973,Cleaning services,,,
LLVA59656,CENTURY REALTY,CHESAPEAKE,VA,23321,,,,
LLVA59657,CUSTOM DESIGN STUDIOS INC,ALEXANDRIA,VA,22301,,,,
LLVA59658,SAV ON SIGNS,VINTON,VA,24179,,,,
LLVA59659,SAFE HAVEN INC,RICHMOND,VA,23225,,,,
LLVA59660,COMPUTER CABLING & TELEPHONE SERVICES INC.,HARRISONBURG,VA,22801,,,,
LLVA59661,CUSTOM DESIGN STUDIOS INC.,ALEXANDRIA,VA,22304,,,,
LLVA59662,MILLS HANDYMAN SERVICE,CHARLOTTESVILLE,VA,22901,,,,
LLVA59663,"CHESAPEAKE UTILITY SERVICES, LLC",CHESAPEAKE,VA,23324,,,,
LLVA59664,LCC TECH MAHINDRA,MCLEAN,VA,22102,,,,
LLVA59665,SHOCKOE WHISKEY AND WINE,RICHMOND,VA,23223,Restaurant,,,
LLVA59666,INOVA ALEXANDRIA HOSPITAL,ALEXANDRIA,VA,22304,Healthcare/Medicine,,,
LLVA59667,PENGUIN SERVICE GROUP INC,ALEXANDRIA,VA,22314,,,,
LLVA59668,STATE FARM INSURANCE,GLEN ALLEN,VA,23059,,,,
LLVA59669,3 STAR TRUCKING LLC,ROUND ROCK,TX,78864,Transportation,,,
LLVA59670,COTTON SOUTHERN BISTRO,VIRGINIA BEACH,VA,23451,Restaurant,,,
LLVA59671,M & T TOWING,NEWPORT NEWS,VA,23607,,,,
LLVA59672,QUALITY INN,RICHMOND,VA,23294,Hospitality,,,
LLVA59673,US NAIL & SPA,MANASSAS PARK,VA,20111,,,,
LLVA59674,INSYS THERAPEUTIC,CHANDLER,AZ,85286,,,,
LLVA59675,ROSE BROTHERS HEATING & AIR CONDITIONING,YORKTOWN,VA,23693,,,,
LLVA59676,HERITAGE GARDENS TREE & LAWN CARE SPECIALISTS,POQUOSON,VA,23662,,,,
LLVA59677,INDEPENDENCE EMPOWERMENT CENTER,MANASSAS,VA,20110,,,,
LLVA59678,KEVIN JOHNSON TILE COMPANY,NORFOLK,VA,23518,,,,
LLVA59679,"SOUTHWEST VIRGINIA JANITOR & SUPPLY, LTD",ROANOKE,VA,24017,,,,
LLVA59680,MID SOUTH MARKETING,RICHMOND,VA,23230,,,,
LLVA59681,RTC ELECTRICIAL INC,WINCHESTER,VA,22603,,,,
LLVA59682,RAGSDALE COMMERCIAL CLEANING,STANARDSVILLE,VA,22973,,,,
LLVA59683,TYLERS' LAWN CARE SERVICES,KESWICK,VA,22947,,,,
LLVA59684,ON THE LEVEL CONTRACTORS AND TRUCKING INC,GAINESVILLE,VA,20115,,,,
LLVA59685,COMPUTER CABLING & TELEPHONE SERVICES,HARRISONBURG,VA,22801,,,,
LLVA59686,P AND P CONTRACTORS,SOUTH HILL,VA,23970,,,,
LLVA59687,FABIOS NY PIZZA 3,CHARLOTTESVILLE,VA,22901,,,,
